thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0,0,0,[np.float64(-0.05925925925925926)],[np.float64(0.3101851851851852)],[1],[0],[0],[1.4233864000016183],['target'],0,0,0,0,0.0445097,,10,0.0318311,0.0445097,0.0445097,0.031858,1.4553054,[np.float64(-0.05925925925925926)],[np.float64(0.3101851851851852)],[1],[0],[0],[1.4233864000016183],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
1,0,1,[np.float64(-0.25092592592592594)],[np.float64(-0.37222222222222223)],[1],[0],[0],[2.6194304000000557],['target'],1,0,1,0,1.5072145,,10,1.4922493,1.5072145,1.5072145,0.0368258,4.1117356,[np.float64(-0.25092592592592594)],[np.float64(-0.37222222222222223)],[1],[0],[0],[2.6194304000000557],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
2,0,2,[np.float64(0.1)],[np.float64(0.3861111111111111)],[1],[0],[0],[3.300103899999158],['target'],2,0,2,0,4.1388965,,10,4.1290456,4.1388965,4.1388965,0.0171885,7.4292192,[np.float64(0.1)],[np.float64(0.3861111111111111)],[1],[0],[0],[3.300103899999158],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
3,0,3,[np.float64(0.040740740740740744)],[np.float64(-0.33611111111111114)],[1],[0],[0],[1.988436300000103],['target'],3,0,3,0,7.4486121,,5,7.4401599,7.4486121,7.4486121,0.0108205,9.4286656,[np.float64(0.040740740740740744)],[np.float64(-0.33611111111111114)],[1],[0],[0],[1.988436300000103],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
4,0,4,[np.float64(0.11481481481481481)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.624313300000722],['target'],4,0,4,0,9.4445057,,5,9.4372651,9.4445057,9.4445057,0.008499,11.0616444,[np.float64(0.11481481481481481)],[np.float64(-0.1388888888888889)],[1],[0],[0],[1.624313300000722],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
5,0,5,[np.float64(0.262037037037037)],[np.float64(-0.04814814814814815)],[1],[0],[0],[1.7059779999999591],['target'],5,0,5,0,11.0810186,,5,11.0726211,11.0810186,11.0810186,0.0108798,12.7786535,[np.float64(0.262037037037037)],[np.float64(-0.04814814814814815)],[1],[0],[0],[1.7059779999999591],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
6,0,6,[np.float64(0.41203703703703703)],[np.float64(-0.07314814814814814)],[1],[0],[0],[2.045376199999737],['target'],6,0,6,0,12.7957641,,5,12.7882259,12.7957641,12.7957641,0.0094806,14.8336642,[np.float64(0.41203703703703703)],[np.float64(-0.07314814814814814)],[1],[0],[0],[2.045376199999737],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
7,0,7,[np.float64(0.24444444444444444)],[np.float64(0.08611111111111111)],[1],[0],[0],[1.3770377000000735],[None],7,0,7,0,14.8505126,,5,14.8428294,14.8505126,14.8505126,0.0090781,16.2199361,[np.float64(0.24444444444444444)],[np.float64(0.08611111111111111)],[1],[0],[0],[1.3770377000000735],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
8,0,8,[np.float64(-0.08148148148148149)],[np.float64(0.016666666666666666)],[1],[0],[0],[4.183173700001134],[None],8,0,8,0,16.2573651,,10,16.245076,16.2573651,16.2573651,0.0250362,20.4283135,[np.float64(-0.08148148148148149)],[np.float64(0.016666666666666666)],[1],[0],[0],[4.183173700001134],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
9,0,9,[np.float64(-0.2675925925925926)],[np.float64(-0.075)],[1],[0],[0],[1.685705700001563],['target'],9,0,9,0,20.4517166,,5,20.4426987,20.4517166,20.4517166,0.0142614,22.1284651,[np.float64(-0.2675925925925926)],[np.float64(-0.075)],[1],[0],[0],[1.685705700001563],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
10,0,10,[np.float64(-0.25462962962962965)],[np.float64(-0.1574074074074074)],[1],[0],[0],[1.8029928999985714],['target'],10,0,10,0,22.149282,,5,22.1415232,22.149282,22.149282,0.0129543,23.9445672,[np.float64(-0.25462962962962965)],[np.float64(-0.1574074074074074)],[1],[0],[0],[1.8029928999985714],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
11,0,11,[np.float64(-0.003703703703703704)],[np.float64(0.3861111111111111)],[1],[0],[0],[2.6567772000016703],['target'],11,0,11,0,23.96348,,5,23.9555087,23.96348,23.96348,0.0108516,26.6123407,[np.float64(-0.003703703703703704)],[np.float64(0.3861111111111111)],[1],[0],[0],[2.6567772000016703],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
12,0,12,[np.float64(-0.35648148148148145)],[np.float64(0.09537037037037037)],[1],[0],[0],[2.9310482000000775],['target'],12,0,12,0,26.6425655,,10,26.6329552,26.6425655,26.6425655,0.0205261,29.5640556,[np.float64(-0.35648148148148145)],[np.float64(0.09537037037037037)],[1],[0],[0],[2.9310482000000775],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
13,0,13,[np.float64(-0.4166666666666667)],[np.float64(0.06296296296296296)],[1],[0],[0],[1.9154150000013033],['target'],13,0,13,0,29.5917255,,10,29.5818855,29.5917255,29.5917255,0.0177198,31.4973717,[np.float64(-0.4166666666666667)],[np.float64(0.06296296296296296)],[1],[0],[0],[1.9154150000013033],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
14,0,14,[np.float64(-0.4111111111111111)],[np.float64(-0.062037037037037036)],[1],[0],[0],[1.7905983999989985],['target'],14,0,14,0,31.5149499,,5,31.5067482,31.5149499,31.5149499,0.0092522,33.2974117,[np.float64(-0.4111111111111111)],[np.float64(-0.062037037037037036)],[1],[0],[0],[1.7905983999989985],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
15,0,15,[np.float64(0.037037037037037035)],[np.float64(0.04722222222222222)],[1],[0],[0],[2.6975863999996363],[None],15,0,15,0,33.328199,,10,33.3178031,33.328199,33.328199,0.0202928,36.015441,[np.float64(0.037037037037037035)],[np.float64(0.04722222222222222)],[1],[0],[0],[2.6975863999996363],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
16,0,16,[np.float64(-0.4203703703703704)],[np.float64(0.4425925925925926)],[1],[0],[0],[3.681666899999982],['target'],16,0,16,0,36.0472636,,10,36.0365649,36.0472636,36.0472636,0.0210109,39.7182911,[np.float64(-0.4203703703703704)],[np.float64(0.4425925925925926)],[1],[0],[0],[3.681666899999982],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
17,0,17,[np.float64(0.2064814814814815)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.3907294000000547],['target'],17,0,17,0,39.7370006,,5,39.7286483,39.7370006,39.7370006,0.0102472,43.1194369,[np.float64(0.2064814814814815)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.3907294000000547],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
18,0,18,[np.float64(-0.10277777777777777)],[np.float64(0.45092592592592595)],[1],[0],[0],[2.454586300000301],['target'],18,0,18,0,43.1383712,,5,43.1302936,43.1383712,43.1383712,0.0107557,45.5849343,[np.float64(-0.10277777777777777)],[np.float64(0.45092592592592595)],[1],[0],[0],[2.454586300000301],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
19,0,19,[np.float64(0.5)],[np.float64(0.33611111111111114)],[1],[0],[0],[3.132059499999741],['target'],19,0,19,0,45.6154937,,10,45.6051828,45.6154937,45.6154937,0.0201584,48.7372951,[np.float64(0.5)],[np.float64(0.33611111111111114)],[1],[0],[0],[3.132059499999741],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
20,0,20,[np.float64(0.37592592592592594)],[np.float64(-0.2388888888888889)],[1],[0],[0],[3.656652400000894],['target'],20,0,20,0,48.7561154,,5,48.747343,48.7561154,48.7561154,0.0099125,52.4040647,[np.float64(0.37592592592592594)],[np.float64(-0.2388888888888889)],[1],[0],[0],[3.656652400000894],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
21,0,21,[np.float64(0.23425925925925925)],[np.float64(0.40555555555555556)],[1],[0],[0],[3.7218570000004547],['target'],21,0,21,0,52.4253005,,5,52.4158011,52.4253005,52.4253005,0.0116426,56.1377068,[np.float64(0.23425925925925925)],[np.float64(0.40555555555555556)],[1],[0],[0],[3.7218570000004547],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
22,0,22,[np.float64(-0.2175925925925926)],[np.float64(-0.4722222222222222)],[1],[0],[0],[6.255955399999948],['target'],22,0,22,0,56.1554354,,5,56.1474668,56.1554354,56.1554354,0.009671,62.4034791,[np.float64(-0.2175925925925926)],[np.float64(-0.4722222222222222)],[1],[0],[0],[6.255955399999948],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
23,0,23,[np.float64(0.11574074074074074)],[np.float64(0.4722222222222222)],[1],[0],[0],[7.365448800001104],['target'],23,0,23,0,62.4359405,,10,62.4254986,62.4359405,62.4359405,0.0219425,69.7909973,[np.float64(0.11574074074074074)],[np.float64(0.4722222222222222)],[1],[0],[0],[7.365448800001104],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
24,0,24,[np.float64(0.12685185185185185)],[np.float64(-0.17222222222222222)],[1],[0],[0],[9.473688999998558],['target'],24,0,24,0,69.8088183,,5,69.8007909,69.8088183,69.8088183,0.0096832,79.2745453,[np.float64(0.12685185185185185)],[np.float64(-0.17222222222222222)],[1],[0],[0],[9.473688999998558],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
25,0,25,[np.float64(0.44814814814814813)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.4075613000004523],['target'],25,0,25,0,79.2920941,,5,79.2837388,79.2920941,79.2920941,0.0090972,80.6913647,[np.float64(0.44814814814814813)],[np.float64(-0.07037037037037037)],[1],[0],[0],[1.4075613000004523],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
26,0,26,[np.float64(-0.19722222222222222)],[np.float64(-0.22314814814814815)],[1],[0],[0],[2.41459820000091],['target'],26,0,26,0,80.721382,,10,80.7112551,80.721382,80.721382,0.0197944,83.1259031,[np.float64(-0.19722222222222222)],[np.float64(-0.22314814814814815)],[1],[0],[0],[2.41459820000091],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
27,0,27,[np.float64(0.14629629629629629)],[np.float64(-0.3638888888888889)],[1],[0],[0],[2.5575052999993204],[None],27,0,27,0,83.143312,,5,83.1350349,83.143312,83.143312,0.0090257,85.6925968,[np.float64(0.14629629629629629)],[np.float64(-0.3638888888888889)],[1],[0],[0],[2.5575052999993204],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
28,0,28,[np.float64(0.19907407407407407)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.715181899999152],['target'],28,0,28,0,85.7232922,,10,85.7120103,85.7232922,85.7232922,0.0193372,87.4272578,[np.float64(0.19907407407407407)],[np.float64(-0.19907407407407407)],[1],[0],[0],[1.715181899999152],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
29,0,29,[np.float64(0.03981481481481482)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.94801120000011],[None],29,0,29,0,87.4570384,,10,87.4468141,87.4570384,87.4570384,0.0194458,89.3948884,[np.float64(0.03981481481481482)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.94801120000011],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
30,0,30,[np.float64(0.2824074074074074)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.5730093000001943],['target'],30,0,30,0,89.4130997,,5,89.4048589,89.4130997,89.4130997,0.0098371,90.9779361,[np.float64(0.2824074074074074)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.5730093000001943],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
31,0,31,[np.float64(0.2111111111111111)],[np.float64(-0.09259259259259259)],[1],[0],[0],[1.7903612000009161],['target'],31,0,31,0,90.9953762,,5,90.98805,90.9953762,90.9953762,0.0100186,92.7784724,[np.float64(0.2111111111111111)],[np.float64(-0.09259259259259259)],[1],[0],[0],[1.7903612000009161],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
32,0,32,[np.float64(0.044444444444444446)],[np.float64(-0.36944444444444446)],[1],[0],[0],[2.555911899999046],['target'],32,0,32,0,92.7965143,,5,92.7889072,92.7965143,92.7965143,0.01034,95.3448802,[np.float64(0.044444444444444446)],[np.float64(-0.36944444444444446)],[1],[0],[0],[2.555911899999046],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
33,0,33,[np.float64(0.45092592592592595)],[np.float64(0.3055555555555556)],[1],[0],[0],[6.331189900000027],['target'],33,0,33,0,95.3766579,,10,95.3663756,95.3766579,95.3766579,0.0214039,101.6976319,[np.float64(0.45092592592592595)],[np.float64(0.3055555555555556)],[1],[0],[0],[6.331189900000027],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
34,0,34,[np.float64(-0.38333333333333336)],[np.float64(0.049074074074074076)],[1],[0],[0],[3.386173200000485],['target'],34,0,34,0,101.7229659,,5,101.7129821,101.7229659,101.7229659,0.0152325,105.0992493,[np.float64(-0.38333333333333336)],[np.float64(0.049074074074074076)],[1],[0],[0],[3.386173200000485],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
35,0,35,[np.float64(0.37962962962962965)],[np.float64(-0.06759259259259259)],[1],[0],[0],[2.4313396999987162],['target'],35,0,35,0,105.1389569,,10,105.1246247,105.1389569,105.1389569,0.0252066,107.5560409,[np.float64(0.37962962962962965)],[np.float64(-0.06759259259259259)],[1],[0],[0],[2.4313396999987162],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
36,0,36,[np.float64(0.1824074074074074)],[np.float64(0.325)],[1],[0],[0],[1.9535078999997495],['target'],36,0,36,0,107.5784528,,5,107.5695288,107.5784528,107.5784528,0.0133192,109.5231018,[np.float64(0.1824074074074074)],[np.float64(0.325)],[1],[0],[0],[1.9535078999997495],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
37,0,37,[np.float64(0.1824074074074074)],[np.float64(0.325)],[1],[0],[0],[0.6568842000015138],[None],37,0,37,0,109.5415446,,5,109.5335325,109.5415446,109.5415446,0.0103464,110.1904788,[np.float64(0.1824074074074074)],[np.float64(0.325)],[1],[0],[0],[0.6568842000015138],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
38,0,38,[np.float64(0.3472222222222222)],[np.float64(-0.4222222222222222)],[1],[0],[0],[3.2645957000004273],['target'],38,0,38,0,110.2216359,,10,110.2120607,110.2216359,110.2216359,0.0214851,113.4767254,[np.float64(0.3472222222222222)],[np.float64(-0.4222222222222222)],[1],[0],[0],[3.2645957000004273],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
39,0,39,[np.float64(0.10833333333333334)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.4887886999986222],[None],39,0,39,0,113.4953487,,5,113.4880136,113.4953487,113.4953487,0.0111519,114.9768661,[np.float64(0.10833333333333334)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.4887886999986222],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
40,0,40,[np.float64(0.33425925925925926)],[np.float64(-0.049074074074074076)],[1],[0],[0],[1.7478433000014775],[None],40,0,40,0,115.0074335,,10,114.9971459,115.0074335,115.0074335,0.0201809,116.7450559,[np.float64(0.33425925925925926)],[np.float64(-0.049074074074074076)],[1],[0],[0],[1.7478433000014775],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
41,0,41,[np.float64(0.14814814814814814)],[np.float64(0.1925925925925926)],[1],[0],[0],[2.048767399999633],['target'],41,0,41,0,116.7739266,,10,116.7637976,116.7739266,116.7739266,0.0186192,118.8126234,[np.float64(0.14814814814814814)],[np.float64(0.1925925925925926)],[1],[0],[0],[2.048767399999633],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
42,0,42,[np.float64(0.35)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.87499360000038],['target'],42,0,42,0,118.8286012,,5,118.8211806,118.8286012,118.8286012,0.0084294,120.696238,[np.float64(0.35)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.87499360000038],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
43,0,43,[np.float64(-0.39537037037037037)],[np.float64(0.13518518518518519)],[1],[0],[0],[3.0908311999992293],[None],43,0,43,0,120.7414846,,10,120.7292503,120.7414846,120.7414846,0.0328888,123.8201258,[np.float64(-0.39537037037037037)],[np.float64(0.13518518518518519)],[1],[0],[0],[3.0908311999992293],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
44,0,44,[np.float64(0.47962962962962963)],[np.float64(0.43703703703703706)],[1],[0],[0],[1.682583899999372],['target'],44,0,44,0,123.8478764,,10,123.8378069,123.8478764,123.8478764,0.0175599,125.5204523,[np.float64(0.47962962962962963)],[np.float64(0.43703703703703706)],[1],[0],[0],[1.682583899999372],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
45,0,45,[np.float64(-0.40555555555555556)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.6076785000004747],['target'],45,0,45,0,125.5367299,,5,125.5292627,125.5367299,125.5367299,0.0086861,127.1370112,[np.float64(-0.40555555555555556)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.6076785000004747],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
46,0,46,[np.float64(-0.008333333333333333)],[np.float64(0.07777777777777778)],[1],[0],[0],[2.1066092000000936],['target'],46,0,46,0,127.1550047,,5,127.1474754,127.1550047,127.1550047,0.0103657,129.2541763,[np.float64(-0.008333333333333333)],[np.float64(0.07777777777777778)],[1],[0],[0],[2.1066092000000936],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
47,0,47,[np.float64(0.1287037037037037)],[np.float64(0.15925925925925927)],[1],[0],[0],[1.716721900000266],['target'],47,0,47,0,129.2821624,,5,129.2707291,129.2821624,129.2821624,0.0164418,130.9874971,[np.float64(0.1287037037037037)],[np.float64(0.15925925925925927)],[1],[0],[0],[1.716721900000266],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
48,0,48,[np.float64(0.23055555555555557)],[np.float64(0.3824074074074074)],[1],[0],[0],[1.814854499998546],['target'],48,0,48,0,131.0173631,,10,131.0069955,131.0173631,131.0173631,0.0194127,132.8219037,[np.float64(0.23055555555555557)],[np.float64(0.3824074074074074)],[1],[0],[0],[1.814854499998546],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
49,0,49,[np.float64(-0.39351851851851855)],[np.float64(-0.40185185185185185)],[1],[0],[0],[2.2581866000000446],['target'],49,0,49,0,132.8413209,,5,132.8309372,132.8413209,132.8413209,0.0089265,135.0891757,[np.float64(-0.39351851851851855)],[np.float64(-0.40185185185185185)],[1],[0],[0],[2.2581866000000446],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
50,0,50,[np.float64(-0.1787037037037037)],[np.float64(-0.412962962962963)],[1],[0],[0],[3.7662708000007115],['target'],50,0,50,0,135.1202389,,10,135.1089865,135.1202389,135.1202389,0.0197232,138.8753197,[np.float64(-0.1787037037037037)],[np.float64(-0.412962962962963)],[1],[0],[0],[3.7662708000007115],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
51,0,51,[np.float64(-0.3731481481481482)],[np.float64(0.37222222222222223)],[1],[0],[0],[2.8574243999992177],['target'],51,0,51,0,138.8922938,,5,138.8844422,138.8922938,138.8922938,0.0090009,141.7419311,[np.float64(-0.3731481481481482)],[np.float64(0.37222222222222223)],[1],[0],[0],[2.8574243999992177],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
52,0,52,[np.float64(-0.37222222222222223)],[np.float64(0.45555555555555555)],[1],[0],[0],[2.431654299998627],['target'],52,0,52,0,141.7706408,,10,141.7610519,141.7706408,141.7706408,0.0190257,144.1927718,[np.float64(-0.37222222222222223)],[np.float64(0.45555555555555555)],[1],[0],[0],[2.431654299998627],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
53,0,53,[np.float64(0.13796296296296295)],[np.float64(-0.2361111111111111)],[1],[0],[0],[3.0176695000009204],['target'],53,0,53,0,144.2236458,,10,144.2126751,144.2236458,144.2236458,0.01979,147.2305136,[np.float64(0.13796296296296295)],[np.float64(-0.2361111111111111)],[1],[0],[0],[3.0176695000009204],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
54,0,54,[np.float64(-0.09814814814814815)],[np.float64(0.12962962962962962)],[1],[0],[0],[2.0368835999997827],['target'],54,0,54,0,147.2486245,,5,147.2409396,147.2486245,147.2486245,0.0102471,149.2778873,[np.float64(-0.09814814814814815)],[np.float64(0.12962962962962962)],[1],[0],[0],[2.0368835999997827],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
55,0,55,[np.float64(-0.33425925925925926)],[np.float64(-0.14907407407407408)],[1],[0],[0],[2.457253500000661],['target'],55,0,55,0,149.2961863,,5,149.2877492,149.2961863,149.2961863,0.0096752,151.7450846,[np.float64(-0.33425925925925926)],[np.float64(-0.14907407407407408)],[1],[0],[0],[2.457253500000661],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
56,0,56,[np.float64(0.17314814814814813)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.6593864000005851],[None],56,0,56,0,151.7631794,,5,151.7545425,151.7631794,151.7631794,0.0092806,153.4139891,[np.float64(0.17314814814814813)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.6593864000005851],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
